IDADE,TEMPO_NA_ONG,INDE_ANTERIOR,IAA_ANTERIOR,IEG_ANTERIOR,IPS_ANTERIOR,IDA_ANTERIOR,IPP_ANTERIOR,IPV_ANTERIOR,IAN_ANTERIOR,ALUNO_NOVO,GENERO,TURMA,INSTITUICAO_ENSINO,FASE,RISCO_DEFASAGEM,ANO_REFERENCIA,prediction
16.0,3,7.062433333,8.8,8.9,2.52,7.2,6.875,7.6725,5.0,0,Feminino,4R,Privada - Programa de Apadrinhamento,4R,1,2024,1
18.0,2,6.293083333,7.5,7.2,5.0,5.2,7.1875,6.755,5.0,0,Masculino,6L,Pública,6L,1,2024,1
16.0,3,0.0,0.0,0.0,3.77,0.0,0.0,0.0,10.0,1,Feminino,7E,Privada - Programa de Apadrinhamento,7E,0,2024,0
18.0,3,7.757466667,9.2,8.5,6.26,8.1,8.125,7.8775,5.0,0,Masculino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,0
17.0,3,6.569516667,8.8,9.2,2.52,4.8,7.1875,7.085,5.0,0,Feminino,6L,Privada - Programa de Apadrinhamento,6L,1,2024,1
15.0,3,8.316833333,9.6,9.5,2.52,8.0,8.125,9.0025,10.0,0,Feminino,5C,Privada - Programa de Apadrinhamento,5C,0,2024,0
16.0,3,7.406658333,7.9,8.7,2.52,5.9,7.65625,8.42,10.0,0,Feminino,5A,Privada - Programa de Apadrinhamento,5A,0,2024,0
13.0,2,8.437641667,8.8,9.4,7.52,6.4,8.59375,8.9225,10.0,0,Masculino,4A,Privada,4A,0,2024,0
14.0,3,8.283216667,9.2,9.4,2.52,8.0,8.4375,8.92,10.0,0,Masculino,5A,Privada - Programa de Apadrinhamento,5A,0,2024,0
15.0,3,7.671208333,9.6,8.3,2.52,6.8,7.96875,8.2525,10.0,0,Feminino,5A,Privada - Programa de Apadrinhamento,5A,0,2024,0
15.0,2,7.586241667,7.9,9.7,2.52,7.7,7.96875,8.795,5.0,0,Feminino,4A,Pública,4A,0,2024,1
14.0,3,8.430241667,7.9,9.5,7.52,7.1,8.59375,8.5025,10.0,0,Masculino,5D,Privada - Programa de Apadrinhamento,5D,0,2024,0
15.0,3,7.817541667,7.5,9.7,2.52,6.9,7.96875,8.46,10.0,0,Feminino,5B,Privada,5B,0,2024,0
14.0,3,7.809875,7.5,9.9,2.52,6.9,7.96875,8.255,10.0,0,Feminino,4C,Privada - Programa de Apadrinhamento,4C,0,2024,0
15.0,3,7.727325,7.9,9.4,2.52,6.5,8.28125,8.3775,10.0,0,Masculino,5A,Privada - Programa de Apadrinhamento,5A,0,2024,0
20.0,2,7.710866667,7.9,9.4,5.63,7.8,7.75,8.1725,5.0,0,Feminino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,0
15.0,3,7.263666667,0.0,9.7,2.52,7.8,8.125,8.4625,10.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
17.0,3,6.616016667,8.8,6.2,5.0,6.5,7.1875,7.3775,5.0,0,Masculino,5B,Privada,5B,1,2024,1
14.0,3,7.718566667,8.3,9.4,2.52,6.5,8.125,8.17,10.0,0,Masculino,5C,Privada - Programa de Apadrinhamento,5C,0,2024,0
15.0,3,7.60205,7.1,9.2,2.52,6.0,8.4375,8.79,10.0,0,Feminino,5C,Privada - Programa de Apadrinhamento,5C,0,2024,0
14.0,3,7.560991667,7.9,9.0,2.52,6.2,8.28125,8.2125,10.0,0,Masculino,5C,Privada - Programa de Apadrinhamento,5C,0,2024,0
14.0,3,7.967608333,8.3,9.8,2.52,7.2,7.96875,8.46,10.0,0,Feminino,5C,Privada - Programa de Apadrinhamento,5C,0,2024,0
15.0,2,7.892341667,9.2,7.6,7.51,8.5,7.96875,8.505,5.0,0,Masculino,4A,Privada,4A,1,2024,0
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
16.0,3,6.791641667,8.8,7.9,2.52,5.9,7.96875,8.005,5.0,0,Feminino,5C,Pública,5C,1,2024,1
15.0,3,7.557558333,8.8,7.9,2.52,7.1,8.28125,8.045,10.0,0,Feminino,4B,Pública,4B,0,2024,0
20.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8E,Privada - Pagamento por *Empresa Parceira,8E,0,2024,0
15.0,3,8.024791667,9.6,9.4,2.52,7.1,7.65625,8.71,10.0,0,Masculino,5A,Privada - Programa de Apadrinhamento,5A,0,2024,0
15.0,3,7.166475,8.8,6.6,2.52,6.9,7.96875,7.7125,10.0,0,Feminino,5B,Pública,5B,0,2024,0
17.0,3,6.96965,8.3,8.6,2.52,5.6,8.4375,8.5025,5.0,0,Feminino,5A,Privada - Programa de Apadrinhamento,5A,1,2024,1
15.0,2,7.102016667,8.8,7.6,2.52,6.1,7.1875,7.5475,10.0,0,Feminino,5B,Pública,5B,0,2024,0
13.0,2,7.722125,9.6,7.5,5.63,6.9,8.28125,7.4625,10.0,0,Masculino,3A,Pública,3A,0,2024,0
14.0,2,8.207591667,9.2,9.8,2.52,7.8,8.28125,8.42,10.0,0,Masculino,5C,Privada - Programa de Apadrinhamento,5C,0,2024,0
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
14.0,2,7.337116667,10.0,7.5,7.52,4.5,7.1875,7.2975,10.0,0,Feminino,4F,Pública,4F,0,2024,1
16.0,2,7.436566667,8.3,9.5,2.52,6.7,8.125,8.96,5.0,0,Feminino,5F,Privada - Programa de Apadrinhamento,5F,1,2024,1
17.0,3,6.411333333,0.0,8.4,5.0,7.0,8.125,7.6275,5.0,0,Feminino,4F,Pública,4F,1,2024,1
16.0,3,7.016,0.0,9.9,2.52,7.5,8.75,9.545,5.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
15.0,3,8.221841667,7.1,9.7,2.52,7.9,8.59375,9.3775,10.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
14.0,3,7.044333333,0.0,8.8,2.52,7.3,8.125,8.8325,10.0,0,Feminino,5G,Privada - Programa de Apadrinhamento,5G,0,2024,0
16.0,3,7.171166667,0.0,10.0,2.52,8.1,8.75,9.5875,5.0,0,Masculino,7E,Privada - Programa de Apadrinhamento,7E,0,2024,0
15.0,2,8.256766667,8.8,9.9,4.39,6.8,8.125,8.9175,10.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
14.0,3,7.221958333,0.0,8.5,7.52,7.2,8.28125,7.5425,10.0,0,Feminino,4B,Pública,4B,0,2024,0
16.0,3,5.444625,0.0,8.2,5.0,4.9,5.15625,6.545,5.0,0,Masculino,4F,Pública,4F,1,2024,1
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
14.0,2,7.598208333,0.0,9.3,5.63,8.3,7.96875,8.625,10.0,0,Feminino,4H,Privada - Programa de Apadrinhamento,4H,0,2024,0
16.0,3,6.665208333,9.6,8.0,2.52,5.3,7.34375,7.835,5.0,0,Masculino,5N,Pública,5N,1,2024,1
13.0,3,6.926,10.0,7.3,5.6,4.8,0.0,6.125,10.0,0,Feminino,3H,Pública,3H,0,2024,1
19.0,2,0.0,0.0,0.0,7.52,0.0,0.0,0.0,5.0,1,Masculino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,1
15.0,3,8.080008333,9.2,9.9,7.52,6.1,7.34375,7.4175,10.0,0,Feminino,4F,Pública,4F,0,2024,0
17.0,3,4.406458333,0.0,3.7,5.0,3.8,7.03125,6.05,5.0,0,Masculino,4F,Privada,4F,1,2024,1
17.0,3,0.0,7.9,7.7,0.0,2.7,4.6875,6.505,5.0,1,Feminino,5G,Pública,5G,1,2024,1
15.0,2,8.116041667,9.6,9.0,2.52,7.4,8.59375,8.7975,10.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
18.0,3,7.921266667,6.7,7.7,6.89,6.9,8.625,8.8825,10.0,0,Masculino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,0
15.0,3,7.982633333,9.2,9.0,2.52,6.6,8.75,9.1275,10.0,0,Feminino,7E,Privada - Programa de Apadrinhamento,7E,0,2024,0
17.0,2,6.140333333,0.0,9.3,2.52,5.9,8.125,7.7125,5.0,0,Feminino,5M,Pública,5M,1,2024,1
16.0,3,6.337116667,7.9,7.4,2.52,5.0,7.8125,7.6275,5.0,0,Feminino,4N,Pública,4N,1,2024,1
13.0,3,8.137625,7.5,9.5,5.63,7.5,7.65625,8.295,10.0,0,Feminino,5L,Privada - Programa de Apadrinhamento,5L,0,2024,0
16.0,3,7.7284,8.3,9.9,7.52,5.5,8.125,8.7525,5.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
14.0,3,7.1935,0.0,9.8,5.63,5.6,8.75,8.3775,10.0,0,Masculino,5N,Privada - Programa de Apadrinhamento,5N,0,2024,0
15.0,3,9.006266667,8.8,10.0,6.27,8.9,8.75,9.2125,10.0,0,Masculino,5N,Privada - Programa de Apadrinhamento,5N,0,2024,0
15.0,3,8.189225,6.7,9.5,7.52,6.5,8.28125,8.7125,10.0,0,Feminino,5N,Privada - Programa de Apadrinhamento,5N,0,2024,0
16.0,3,7.549025,8.3,9.5,7.52,6.8,7.03125,7.5025,5.0,0,Masculino,4N,Pública,4N,1,2024,1
16.0,2,5.713333333,0.0,7.5,5.0,4.7,8.125,7.3375,5.0,0,Feminino,5M,Pública,5M,1,2024,1
19.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Masculino,8E,Privada - Pagamento por *Empresa Parceira,8E,0,2024,0
15.0,2,8.493058333,8.8,8.6,7.52,7.1,8.90625,9.21,10.0,0,Masculino,7E,Privada - Programa de Apadrinhamento,7E,0,2024,0
15.0,3,6.796541667,0.0,9.6,2.52,6.1,7.96875,8.005,10.0,0,Feminino,5N,Privada - Programa de Apadrinhamento,5N,0,2024,0
15.0,3,6.760341667,9.2,5.4,7.52,5.2,6.71875,6.465,10.0,0,Feminino,4M,Pública,4M,0,2024,1
16.0,3,5.914291667,0.0,7.3,7.52,5.1,7.65625,7.05,5.0,0,Masculino,4M,Pública,4M,1,2024,1
16.0,3,6.241583333,0.0,8.8,5.0,5.7,7.8125,7.835,5.0,0,Masculino,3N,Pública,3N,1,2024,1
16.0,3,6.394291667,0.0,8.9,7.52,5.2,7.65625,7.75,5.0,0,Masculino,4N,Pública,4N,1,2024,1
16.0,3,5.732375,0.0,7.9,6.26,4.0,7.34375,7.46,5.0,0,Feminino,5M,Pública,5M,1,2024,1
15.0,3,6.578558333,5.4,6.8,5.0,4.9,7.03125,7.5025,10.0,0,Masculino,5M,Pública,5M,0,2024,1
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
15.0,2,7.011091667,9.2,8.7,2.52,3.9,7.65625,7.75,10.0,0,Feminino,4L,Pública,4L,1,2024,1
15.0,2,5.977708333,0.0,6.8,5.0,6.3,7.96875,7.8375,5.0,0,Feminino,4M,Pública,4M,1,2024,1
15.0,2,8.436908333,10.0,9.5,7.52,5.7,8.59375,8.96,10.0,0,Feminino,5M,Privada - Programa de Apadrinhamento,5M,0,2024,0
16.0,3,6.856575,7.9,8.1,6.26,4.9,7.96875,7.71,5.0,0,Feminino,5L,Pública,5L,1,2024,1
15.0,2,8.367208333,9.6,9.2,5.0,7.2,8.59375,8.88,10.0,0,Masculino,5L,Pública,5L,0,2024,0
15.0,2,8.393508333,9.2,9.9,7.52,5.5,8.59375,8.96,10.0,0,Feminino,5M,Privada - Programa de Apadrinhamento,5M,0,2024,0
14.0,2,7.695233333,8.3,9.4,2.52,6.2,8.125,8.42,10.0,0,Feminino,5N,Pública,5N,0,2024,0
12.0,2,6.243,0.0,7.1,5.0,5.6,8.125,7.0025,10.0,0,Masculino,3C,Pública,3C,0,2024,1
14.0,2,8.65075,9.6,9.4,3.14,8.2,9.0625,9.76,10.0,0,Feminino,4A,Privada,4A,0,2024,0
14.0,3,7.039791667,9.6,8.6,2.52,5.2,7.03125,6.7975,10.0,0,Feminino,3B,Pública,3B,1,2024,1
15.0,3,8.002591667,9.2,8.4,8.76,6.8,8.28125,9.175,5.0,0,Masculino,4A,Privada - Programa de Apadrinhamento,4A,0,2024,0
15.0,3,5.887708333,0.0,7.5,6.89,5.1,7.34375,7.255,5.0,0,Masculino,4A,Pública,4A,0,2024,1
14.0,3,8.287441667,8.3,9.1,7.52,6.7,8.59375,8.38,10.0,0,Masculino,4B,Pública,4B,0,2024,0
13.0,3,7.377583333,0.0,8.9,7.52,7.1,7.8125,8.255,10.0,0,Feminino,4A,Pública,4A,0,2024,0
13.0,3,7.059666667,0.0,9.6,2.52,8.9,9.166666667,8.505,5.0,0,Masculino,3D,Pública,3D,0,2024,1
16.0,3,7.539875,7.5,8.6,7.52,6.6,7.96875,8.505,5.0,0,Feminino,4C,Pública,4C,1,2024,1
12.0,2,7.305541667,0.0,9.4,8.14,6.2,7.96875,7.84,10.0,0,Masculino,3A,Pública,3A,0,2024,0
14.0,3,7.61835,6.7,9.5,2.52,7.3,7.8125,7.7925,10.0,0,Feminino,4A,Pública,4A,0,2024,0
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
13.0,3,7.840341667,9.2,8.1,6.26,7.2,7.96875,7.17,10.0,0,Masculino,4B,Pública,4B,0,2024,0
14.0,3,6.452008333,9.2,8.5,2.52,3.4,6.09375,6.5025,10.0,0,Masculino,4B,Pública,4B,0,2024,1
14.0,2,8.2832,8.5,9.6,7.52,8.7,8.75,8.23,5.0,0,Masculino,3I,Pública,3I,1,2024,1
14.0,3,7.627125,9.6,9.2,2.52,5.8,7.65625,8.255,10.0,0,Feminino,4C,Pública,4C,0,2024,0
19.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada *Parcerias com Bolsa 100%,8E,0,2024,0
14.0,3,5.790875,0.0,7.3,2.52,4.3,7.34375,7.4225,10.0,0,Feminino,3C,Pública,3C,1,2024,1
14.0,2,6.680833333,0.0,9.9,2.52,6.8,8.541666667,8.673333333,5.0,0,Masculino,3D,Privada,3D,0,2024,1
13.0,3,7.734891667,8.8,9.0,6.89,5.8,7.03125,7.505,10.0,0,Masculino,3G,Pública,3G,0,2024,0
11.0,2,8.6587,10.0,9.9,2.52,8.7,8.958333333,8.953333333,10.0,0,Feminino,3H,Pública,3H,0,2024,0
13.0,3,7.38685,8.8,8.7,2.52,5.9,7.8125,7.7925,10.0,0,Feminino,4B,Pública,4B,0,2024,0
15.0,3,5.796458333,0.0,7.7,2.52,6.7,7.03125,7.34,5.0,0,Masculino,3G,Pública,3G,1,2024,1
13.0,2,6.0197,10.0,4.1,5.0,4.0,8.541666667,7.726666667,5.0,0,Masculino,3H,Pública,3H,0,2024,1
13.0,3,7.070833333,0.0,9.9,5.0,7.9,8.541666667,8.283333333,5.0,0,Masculino,3H,Pública,3H,0,2024,1
14.0,3,7.1392,8.5,9.6,2.52,5.9,7.916666667,8.226666667,5.0,0,Feminino,3G,Pública,3G,1,2024,1
14.0,3,7.205041667,9.6,7.6,5.0,4.8,7.34375,7.6275,10.0,0,Feminino,4F,Pública,4F,0,2024,1
18.0,3,8.835333333,9.6,9.7,7.52,7.7,8.75,8.8825,10.0,0,Feminino,8F,Privada - Programa de Apadrinhamento,8F,0,2024,0
15.0,3,5.758041667,0.0,8.4,6.89,3.9,7.34375,6.84,5.0,0,Masculino,3G,Pública,3G,1,2024,1
16.0,3,6.223833333,0.0,9.4,6.26,5.2,7.5,7.1725,5.0,0,Masculino,4F,Pública,4F,1,2024,1
13.0,3,7.5408,9.2,8.8,3.14,6.5,7.5,7.5,10.0,0,Masculino,4F,Pública,4F,0,2024,0
14.0,3,6.757958333,0.0,9.1,2.52,7.3,7.65625,7.335,10.0,0,Feminino,4F,Pública,4F,0,2024,1
15.0,3,4.794333333,0.0,6.8,2.52,3.0,6.875,7.0075,5.0,0,Masculino,3G,Pública,3G,1,2024,1
16.0,3,5.630833333,0.0,7.4,5.63,4.2,6.875,7.835,5.0,0,Feminino,4F,Pública,4F,1,2024,1
13.0,3,6.687,0.0,8.2,2.52,8.2,8.75,8.95,5.0,0,Masculino,3G,Pública,3G,0,2024,1
18.0,3,8.710333333,9.6,9.1,7.52,7.8,8.75,8.7575,10.0,0,Feminino,8F,Privada *Parcerias com Bolsa 100%,8F,0,2024,0
13.0,2,6.905741667,7.9,8.8,2.52,4.8,7.34375,7.005,10.0,0,Feminino,3G,Pública,3G,0,2024,1
16.0,2,6.567208333,9.6,9.5,2.52,4.6,6.09375,7.17,5.0,0,Masculino,4B,Pública,4B,1,2024,1
13.0,3,7.469175,9.2,8.6,2.52,6.0,7.96875,7.9175,10.0,0,Feminino,4F,Pública,4F,0,2024,0
16.0,3,6.207083333,7.5,7.9,2.52,4.6,7.1875,7.465,5.0,0,Feminino,4A,Pública,4A,1,2024,1
12.0,2,7.153766667,6.7,8.1,2.52,6.5,7.5,7.7925,10.0,0,Feminino,3U,Pública,3U,0,2024,0
18.0,3,7.169975,7.5,8.2,7.52,5.9,7.96875,7.755,5.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,1
14.0,3,6.363666667,4.0,8.1,2.52,7.3,7.083333333,7.116666667,5.0,0,Feminino,3L,Pública,3L,0,2024,1
14.0,3,6.632716667,9.2,7.3,2.52,4.2,7.8125,6.88,10.0,0,Feminino,4M,Pública,4M,0,2024,1
14.0,3,7.716366667,8.5,8.8,6.27,7.8,7.291666667,8.45,5.0,0,Masculino,3K,Pública,3K,0,2024,1
14.0,3,6.7093,7.9,8.3,5.02,6.0,6.875,6.89,5.0,0,Feminino,3M,Pública,3M,0,2024,1
15.0,2,7.665083333,9.6,8.6,7.52,7.3,7.8125,7.5,5.0,0,Masculino,4L,Pública,4L,0,2024,1
14.0,2,7.242133333,7.9,8.5,3.77,6.8,8.333333333,8.45,5.0,0,Feminino,3K,Pública,3K,0,2024,1
13.0,2,7.621466667,8.4,9.5,2.52,8.0,7.916666667,8.73,5.0,0,Feminino,3K,Pública,3K,0,2024,1
14.0,3,7.779983333,6.2,9.0,7.52,6.6,7.8125,7.5425,10.0,0,Feminino,4M,Privada,4M,0,2024,0
14.0,3,7.373891667,8.8,8.9,2.52,6.2,7.03125,7.585,10.0,0,Feminino,4M,Pública,4M,0,2024,0
14.0,3,7.25025,0.0,9.5,7.52,6.5,7.8125,7.585,10.0,0,Feminino,3L,Pública,3L,0,2024,0
14.0,3,8.144425,9.2,9.8,2.52,7.6,8.28125,8.3375,10.0,0,Masculino,4M,Privada - Programa de Apadrinhamento,4M,0,2024,0
14.0,2,8.257658333,5.4,9.7,7.52,7.8,8.28125,8.2125,10.0,0,Feminino,4L,Pública,4L,0,2024,0
12.0,3,8.1686,8.8,10.0,2.52,8.1,8.125,8.045,10.0,0,Feminino,4M,Privada - Programa de Apadrinhamento,4M,0,2024,0
14.0,3,7.7261,6.7,9.5,2.52,7.6,8.125,7.875,10.0,0,Feminino,4M,Privada - Programa de Apadrinhamento,4M,0,2024,0
17.0,3,6.794516667,8.8,8.6,5.63,5.7,6.5625,6.6675,5.0,0,Masculino,6A,Pública,6A,1,2024,1
13.0,3,7.356358333,8.3,9.3,2.52,5.3,7.65625,7.96,10.0,0,Feminino,4M,Privada - Programa de Apadrinhamento,4M,0,2024,0
13.0,3,8.030716667,9.2,9.9,2.52,7.3,7.8125,8.17,10.0,0,Masculino,4N,Pública,4N,0,2024,0
14.0,2,5.57,0.0,7.8,7.52,4.4,6.666666667,6.106666667,5.0,0,Masculino,3K,Pública,3K,1,2024,1
14.0,2,6.607533333,8.0,8.7,6.89,3.4,7.083333333,7.45,5.0,0,Feminino,3L,Pública,3L,0,2024,1
14.0,2,7.72685,8.8,9.9,2.52,6.4,7.8125,7.7925,10.0,0,Feminino,4L,Pública,4L,0,2024,0
14.0,2,8.10555,9.2,9.9,2.52,7.5,7.8125,8.3775,10.0,0,Masculino,4M,Pública,4M,0,2024,0
15.0,2,6.329158333,5.4,7.6,5.0,5.0,7.65625,7.5425,5.0,0,Feminino,4L,Pública,4L,1,2024,1
14.0,2,7.821816667,8.3,9.5,2.52,7.2,7.8125,8.0425,10.0,0,Masculino,4M,Pública,4M,0,2024,0
16.0,3,6.850183333,8.8,9.0,2.52,5.2,7.8125,8.0425,5.0,0,Feminino,4L,Pública,4L,1,2024,1
14.0,2,6.5982,8.5,7.2,7.52,4.8,5.833333333,7.613333333,5.0,0,Masculino,3N,Pública,3N,0,2024,1
13.0,2,7.069766667,6.3,8.0,7.52,6.6,7.5,7.613333333,5.0,0,Masculino,3U,Pública,3U,0,2024,1
12.0,2,6.9883,6.9,7.5,6.26,5.4,6.458333333,7.223333333,10.0,0,Masculino,2K,Pública,2K,1,2024,1
13.0,2,6.814166667,0.0,7.6,7.52,5.8,7.5,8.1275,10.0,0,Feminino,4M,Pública,4M,0,2024,0
14.0,3,5.958791667,0.0,7.9,5.0,4.7,6.40625,6.4575,10.0,0,Masculino,3P,Pública,3P,1,2024,1
14.0,2,7.9087,8.0,8.8,6.89,8.4,8.541666667,8.176666667,5.0,0,Masculino,3P,Pública,3P,0,2024,1
17.0,3,8.303591667,7.1,9.6,6.26,7.9,8.28125,8.1725,10.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,0
15.0,3,6.819625,9.6,8.4,2.52,5.4,7.65625,7.9175,5.0,0,Masculino,4L,Pública,4L,1,2024,1
17.0,3,4.603416667,0.0,7.5,5.0,2.6,4.6875,5.54,5.0,0,Masculino,4R,Pública,4R,1,2024,1
14.0,2,6.876,7.0,7.9,7.5,6.3,0.0,7.278,5.0,0,Feminino,3U,Pública,3U,0,2024,1
13.0,2,7.518,0.0,8.3,4.39,9.9,9.583333333,9.953333333,5.0,0,Feminino,3R,Pública,3R,0,2024,1
14.0,2,8.256833333,7.5,8.6,7.52,8.1,8.125,8.045,10.0,0,Feminino,4N,Pública,4N,0,2024,0
15.0,3,6.312083333,9.6,6.9,7.52,3.8,7.1875,6.2475,5.0,0,Masculino,3P,Pública,3P,1,2024,1
14.0,3,8.240016667,6.7,9.3,7.52,8.3,7.1875,7.88,10.0,0,Masculino,4N,Pública,4N,0,2024,0
13.0,3,7.2379,7.3,7.9,3.77,7.4,8.541666667,8.616666667,5.0,0,Feminino,3R,Pública,3R,0,2024,1
15.0,2,6.081675,9.2,7.7,2.52,3.0,7.96875,7.38,5.0,0,Feminino,3L,Pública,3L,1,2024,1
15.0,2,6.595533333,9.5,7.6,6.89,4.5,6.25,7.056666667,5.0,0,Masculino,3L,Pública,3L,1,2024,1
15.0,2,6.552916667,6.3,9.2,3.14,5.2,7.1875,7.5425,5.0,0,Feminino,4L,Pública,4L,0,2024,1
13.0,2,7.482533333,7.5,9.3,2.52,7.8,7.916666667,8.843333333,5.0,0,Feminino,3K,Pública,3K,0,2024,1
15.0,3,6.993766667,8.8,9.2,5.0,4.9,7.5,7.71,5.0,0,Feminino,4L,Pública,4L,0,2024,1
14.0,3,6.855541667,0.0,9.0,6.27,5.0,7.96875,8.125,10.0,0,Feminino,4M,Pública,4M,0,2024,0
14.0,2,6.6858,5.1,7.1,7.52,5.5,7.708333333,8.223333333,5.0,0,Feminino,2U,Pública,2U,1,2024,1
15.0,3,5.283583333,0.0,7.8,5.0,3.3,7.1875,6.7575,5.0,0,Masculino,3L,Pública,3L,1,2024,1
14.0,3,6.492408333,7.9,7.0,2.52,4.1,7.34375,7.505,10.0,0,Feminino,3L,Pública,3L,0,2024,1
12.0,3,8.988866667,9.0,10.0,2.52,9.7,9.791666667,9.6375,10.0,0,Masculino,3C,Privada - Programa de Apadrinhamento,3C,0,2024,0
17.0,3,7.797058333,6.7,8.4,6.26,7.7,7.65625,7.6275,10.0,0,Feminino,7A,Privada - Programa de Apadrinhamento,7A,0,2024,0
12.0,3,8.226408333,10.0,9.7,7.52,7.9,7.96875,8.336666667,5.0,0,Feminino,2C,Pública,2C,0,2024,1
13.0,3,6.3972,9.0,6.0,2.52,5.6,7.916666667,8.166666667,5.0,0,Feminino,2B,Pública,2B,1,2024,1
13.0,2,5.515466667,6.4,7.5,2.52,3.6,5.416666667,6.8,5.0,0,Masculino,3A,Pública,3A,0,2024,1
12.0,3,8.988866667,8.5,9.9,5.0,9.5,9.166666667,9.26,10.0,0,Feminino,3A,Privada - Programa de Apadrinhamento,3A,0,2024,0
19.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,Feminino,8E,Privada - Pagamento por *Empresa Parceira,8E,0,2024,0
12.0,2,7.429466667,7.9,7.9,2.52,5.8,8.541666667,9.0075,10.0,0,Feminino,3A,Privada,3A,0,2024,0
12.0,2,7.560533333,9.5,9.6,2.52,5.0,7.708333333,8.3375,10.0,0,Masculino,2B,Pública,2B,1,2024,0
11.0,3,7.934366667,9.5,9.6,2.52,6.0,8.541666667,8.84,10.0,0,Feminino,3B,Pública,3B,0,2024,0
13.0,2,7.116633333,6.9,9.0,2.52,6.8,7.708333333,8.71,5.0,0,Feminino,3A,Privada,3A,0,2024,1
13.0,3,6.603666667,0.0,7.1,5.0,8.3,7.916666667,8.71,5.0,0,Masculino,3A,Privada,3A,0,2024,1
15.0,3,5.7191,5.3,8.7,2.52,3.5,6.25,6.885,5.0,0,Feminino,2B,Privada - Programa de apadrinhamento,2B,1,2024,1
12.0,3,7.8883,7.9,10.0,2.52,6.6,8.75,8.2975,10.0,0,Masculino,2C,Pública,2C,0,2024,0
12.0,3,8.427533333,9.5,10.0,2.52,7.9,8.958333333,8.7975,10.0,0,Feminino,3D,Privada - Programa de Apadrinhamento,3D,0,2024,0
11.0,3,8.1357,7.0,8.4,7.52,8.9,8.541666667,9.396666667,5.0,0,Masculino,2D,Privada,2D,0,2024,1
10.0,3,8.749075,8.5,9.8,7.52,8.0,7.96875,8.95,10.0,0,Feminino,2D,Privada - Programa de Apadrinhamento,2D,0,2024,0
12.0,3,8.4682,9.5,10.0,2.52,8.7,8.75,8.255,10.0,0,Masculino,3D,Pública,3D,0,2024,0
12.0,2,7.671633333,6.4,8.6,2.52,7.5,8.333333333,8.6725,10.0,0,Masculino,3D,Pública,3D,0,2024,0
13.0,3,7.606033333,8.5,8.1,2.52,8.6,8.958333333,8.84,5.0,0,Feminino,3D,Pública,3D,0,2024,1
11.0,3,8.297866667,9.5,9.7,2.52,7.5,8.541666667,9.0075,10.0,0,Masculino,3B,Privada,3B,0,2024,0
11.0,2,5.823133333,7.9,7.5,2.52,5.5,5.0,5.896666667,5.0,0,Feminino,2C,Pública,2C,0,2024,1
11.0,3,8.6807,10.0,9.8,2.52,9.3,8.75,8.7175,10.0,0,Masculino,3C,Privada - Programa de Apadrinhamento,3C,0,2024,0
14.0,3,6.3104,4.1,9.0,2.52,6.6,6.875,6.7125,5.0,0,Feminino,3C,Pública,3C,0,2024,1
12.0,2,7.5762,8.5,8.5,5.0,6.7,8.125,6.9175,10.0,0,Masculino,3C,Pública,3C,0,2024,0
15.0,3,7.9642,10.0,9.8,2.52,6.4,8.125,8.2975,10.0,0,Masculino,7E,Privada *Parcerias com Bolsa 100%,7E,0,2024,0
11.0,2,6.768666667,0.0,9.9,3.77,7.9,7.083333333,8.166666667,5.0,0,Masculino,2A,Privada,2A,0,2024,1
